Num,Prio,Summary,Resolver_group,Active,Summary_Clean,Summary_Clean_lemmatized,Final_cleaned,Resolver_group_Clean,Resolver_group_Clean_lemmatized,topic,top_words
INC0110627,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB01 is in a current state of: Down,JDE CNC Technical,False,critical alert  a jde_webserver_services compo,critical alert   a jde_webserver_services compo,jde cnc,              jde cnc technical,               jde cnc technical,11,critical-device
INC0110628,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GJDEWEB01 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0110629,3 - Moderate,ALERT: DISK SPACE on XA6517-C:\ Label: 88E6AF70 has currently 19 % is available,Citrix Support,False,alert disk space on xa6517c label 88e6af70,alert disk space on xa6517c label 88e6af70,citrix support,                 citrix support,                  citrix support,7,disk-space
INC0110630,2 - High,Alert: CPU Utilization on wdiprd-cml01.haasgroupintl.com is Critical,Linux Support,False,alert cpu utilization on wdiprdcml01haasgrou,alert cpu utilization on wdiprdcml01haasgrou,linux support,                  linux support,                   linux support,1,cpu-utilization
INC0110634,3 - Moderate,Alert: CPU Utilization on G-OPTIOPD is Critical	,Windows Support,False, alert cpu utilization on goptiopd is criticalt,  alert cpu utilization on goptiopd be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0110640,3 - Moderate,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down,Network Support,False,tier 3  critical device down frtartz300f01,tier 3   critical device down frtartz300f01,network support,                network support,                 network support,12,tier-critical
INC0110645,2 - High,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0110647,3 - Moderate,ALERT: DISK SPACE on XA6521-C:\ Label: 88E6AF70 has currently 17 % is available,Citrix Support,False,alert disk space on xa6521c label 88e6af70,alert disk space on xa6521c label 88e6af70,citrix support,                 citrix support,                  citrix support,3,node-reboot
INC0110652,2 - High,Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %,Windows Support,False,critical alert memory utilization on gbvvsms4 ,critical alert memory utilization on gbvvsms4,windows support,                windows support,                 window support,1,cpu-utilization
INC0110656,3 - Moderate,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down inban2960ss01,tier 3   critical device down inban2960ss01,network support,                network support,                 network support,11,critical-device
INC0110657,3 - Moderate,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down inban2921r01,tier 3   critical device down inban2921r01,network support,                network support,                 network support,4,inban2921r01-device
INC0110658,3 - Moderate,Warning Alert: Memory Utilization on GBVVSMS4 is : 95 %,Windows Support,False,warning alert memory utilization on gbvvsms4 i,warn alert memory utilization on gbvvsms4 I,windows support,                windows support,                 window support,1,cpu-utilization
INC0110662,2 - High,Alert: Memory Utilization on infdemo-ora01 is in Critical,Linux Support,False,alert memory utilization on infdemoora01 is i,alert memory utilization on infdemoora01 be I,linux support,                  linux support,                   linux support,7,disk-space
INC0110665,2 - High,Alert: CPU Utilization on AUS-BI02 is Critical	,Windows Support,False,  alert cpu utilization on ausbi02 is criticalt,   alert cpu utilization on ausbi02 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0110668,3 - Moderate,Alert: Memory Utilization on tcmprd-ws05.tcmis.com is warning,Linux Support,False,alert memory utilization on tcmprdws05tcmis,alert memory utilization on tcmprdws05tcmis,linux support,                  linux support,                   linux support,9,gbvvscl3-warn
INC0110674,4 - Low,ALERT: DISK SPACE on TXAU-SQL1902-G:\ Label:Backups 941DA743 has currently 14 % is available,Windows Support,False,alert disk space on txausql1902g labelbac,alert disk space on txausql1902 g labelbac,windows support,                windows support,                 window support,4,inban2921r01-device
INC0110677,3 - Moderate,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %,Windows Support,False,warning alert memory utilization on gbvvscl3 i,warn alert memory utilization on gbvvscl3 I,windows support,                windows support,                 window support,9,gbvvscl3-warn
INC0110679,3 - Moderate,Alert: CPU Utilization on aus-esx13.haasgroupintl.com is Warning	,Windows Support,False,alert cpu utilization on ausesx13haasgroupin,alert cpu utilization on ausesx13haasgroupin,windows support,                windows support,                 window support,2,baseline-services_window
INC0110680,3 - Moderate,Warning Alert: Memory Utilization on GBVVSHR0 is : 94 %,Windows Support,False,warning alert memory utilization on gbvvshr0 i,warn alert memory utilization on gbvvshr0 I,windows support,                windows support,                 window support,10,esx-utilization
INC0110682,3 - Moderate,Alert: Memory Utilization on tcmprd-haasr02.tcmis.com is warning,Linux Support,False,alert memory utilization on tcmprdhaasr02tcm,alert memory utilization on tcmprdhaasr02tcm,linux support,                  linux support,                   linux support,5,utilization-gbvvssq10
INC0110684,3 - Moderate,Warning Alert: Memory Utilization on GBDVSMS0 is : 96 %,Windows Support,False,warning alert memory utilization on gbdvsms0 i,warn alert memory utilization on gbdvsms0 I,windows support,                windows support,                 window support,13,memory-warn
INC0110700,2 - High, NODE ALERT: GBVVSFS3 is Down,Windows Support,False,                      node alert gbvvsfs3 is down,                       node alert gbvvsfs3 be down,windows support,                windows support,                 window support,3,node-reboot
INC0110710,3 - Moderate,Alert: Memory Utilization on infdemo-ora01 is in Critical,Linux Support,False,alert memory utilization on infdemoora01 is i,alert memory utilization on infdemoora01 be I,linux support,                  linux support,                   linux support,7,disk-space
INC0110713,2 - High,Alert: CPU Utilization on usauitadmust01 is Critical	,Windows Support,False,alert cpu utilization on usauitadmust01 is cri,alert cpu utilization on usauitadmust01 be cri,windows support,                windows support,                 window support,1,cpu-utilization
INC0110721,3 - Moderate,Alert: Memory Utilization on GJDEWEB01 is in warning,JDE CNC Technical,False,alert memory utilization on gjdeweb01 is in wa,alert memory utilization on gjdeweb01 be in wa,jde cnc,              jde cnc technical,               jde cnc technical,5,utilization-gbvvssq10
INC0110734,3 - Moderate,Alert: CPU Utilization on AUS-MCL01 is Warning	,Windows Support,False,  alert cpu utilization on ausmcl01 is warningt,   alert cpu utilization on ausmcl01 be warningt,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0110742,3 - Moderate,Alert: Memory Utilization on tcmprd-haasr05.tcmis.com is warning,Linux Support,False,alert memory utilization on tcmprdhaasr05tcm,alert memory utilization on tcmprdhaasr05tcm,linux support,                  linux support,                   linux support,5,utilization-gbvvssq10
INC0110761,4 - Low,Alert: Memory Utilization on tcmdev-ws01.tcmis.com is warning,Linux Support,False,alert memory utilization on tcmdevws01tcmis,alert memory utilization on tcmdevws01tcmis,linux support,                  linux support,                   linux support,13,memory-warn
INC0110767,3 - Moderate,ALERT: DISK SPACE on XA6530-C:\ Label: 88E6AF70 has currently 20 % is available,Citrix Support,False,alert disk space on xa6530c label 88e6af70,alert disk space on xa6530c label 88e6af70,citrix support,                 citrix support,                  citrix support,3,node-reboot
INC0110768,3 - Moderate,Alert: CPU Utilization on AUS-BI02 is Warning	,Windows Support,False,   alert cpu utilization on ausbi02 is warningt,    alert cpu utilization on ausbi02 be warningt,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0110776,2 - High,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0110788,3 - Moderate,ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available,Citrix Support,False,alert disk space on xa6516c label 88e6af70,alert disk space on xa6516c label 88e6af70,citrix support,                 citrix support,                  citrix support,7,disk-space
